JABATAN METEOROLOGI MALAYSIA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
48603,2012,1,1,23,1011.6,24.7,23.8,94,000,0,00,0
48603,2012,1,1,24,1011.7,24.6,23.7,94,070,0.7,00,0
48603,2012,1,2,1,1011.4,24.6,23.5,93,110,1.1,00,0
48603,2012,1,2,2,1010.7,24.5,23.6,94,000,0,00,0
48603,2012,1,2,3,1010.2,24.3,23.5,95,330,0.3,00,0
48603,2012,1,2,4,1009.7,24.2,23.4,95,000,0,00,0
48603,2012,1,2,5,1009.9,24.1,23.4,96,010,0.8,00,0
48603,2012,1,2,6,1010.4,24.1,23.3,95,350,0.6,00,0
48603,2012,1,2,7,1010.8,24,23.2,95,020,0.6,00,0
48603,2012,1,2,8,1011.4,24.2,23.4,95,340,0.5,00,0
48603,2012,1,2,9,1012.5,24.5,23.6,94,350,0.8,00,0
48603,2012,1,2,10,1012.7,27.1,24.2,83,090,0.7,00,0
48603,2012,1,2,11,1012.4,29.2,23.7,70,080,2.5,00,0
48603,2012,1,2,12,1012.3,30.7,24.5,67,170,1.3,00,0
48603,2012,1,2,13,1011.3,31.7,25,65,220,1.3,00,0
48603,2012,1,2,14,1010.1,32.7,24.8,61,220,2,00,0
48603,2012,1,2,15,1008.8,32,26.2,69,240,3.4,00,0
48603,2012,1,2,16,1007.9,32.2,26.2,68,250,2.7,00,0
48603,2012,1,2,17,1007.9,31.3,25.6,69,240,3.3,00,0
48603,2012,1,2,18,1008,30,25.1,73,240,3.3,00,0
48603,2012,1,2,19,1009.4,29.3,24.6,74,240,1.8,00,0
48603,2012,1,2,20,1010,28.2,25.5,84,280,1.3,00,0
48603,2012,1,2,21,1010.8,27.8,23.9,77,360,0.5,00,0
48603,2012,1,2,22,1011.7,27.2,23.9,81,030,1.5,00,0
48603,2012,1,2,23,1011.8,26.7,23.9,83,040,1.2,00,0
48603,2012,1,2,24,1011.8,26.5,23.6,83,040,1.2,00,0
48603,2012,1,3,1,1011.5,26.1,23.3,83,020,1.1,00,0
48603,2012,1,3,2,1011.1,25.5,23.9,90,310,0.4,00,0
48603,2012,1,3,3,1010.5,25.7,23.4,86,020,0.4,00,0
48603,2012,1,3,4,1010.1,25.1,23.8,92,340,0.7,00,0
48603,2012,1,3,5,1009.8,25.1,23.9,93,330,0.6,00,0
48603,2012,1,3,6,1009.9,24.8,23.5,92,360,0.4,00,0
48603,2012,1,3,7,1010.2,24.5,23.4,93,330,0.3,00,0
48603,2012,1,3,8,1011,24.8,23.1,89,020,1.1,00,0
48603,2012,1,3,9,1011.7,25.9,23.4,85,360,1.2,00,0
48603,2012,1,3,10,1012.1,28,24.2,78,340,1,00,0
48603,2012,1,3,11,1012.1,29.8,23.7,68,360,1.6,00,0
48603,2012,1,3,12,1011.7,31.1,23.4,61,070,2.5,00,0
48603,2012,1,3,13,1010.7,31.6,23.9,61,040,2.1,00,0
48603,2012,1,3,14,1009.6,32.4,23.9,58,080,2.1,00,0
48603,2012,1,3,15,1008.2,31.9,24.1,61,340,1.8,00,0
48603,2012,1,3,16,1007.5,31.1,24,64,350,1.6,00,0
48603,2012,1,3,17,1007.5,30.8,23.7,63,070,2.4,00,0
48603,2012,1,3,18,1008.7,26,24.7,92,200,3.1,50,5.8
48603,2012,1,3,19,1009.7,26.6,24.9,90,270,0.8,60,1
48603,2012,1,3,20,1010.6,27.1,24.5,84,030,0.9,15,-33.3
48603,2012,1,3,21,1011.5,26.9,22.7,76,050,2.1,00,0
48603,2012,1,3,22,1012,26.6,22.3,75,030,2,00,0
48603,2012,1,3,23,1012.2,26.2,22,76,050,1.2,00,0
48603,2012,1,3,24,1012.2,25.9,21.9,77,040,1.3,00,0
48603,2012,1,4,1,1012.3,26,21.7,76,040,1,00,0
48603,2012,1,4,2,1011.7,25.7,21.9,78,050,0.9,00,0
48603,2012,1,4,3,1011,24.6,22.3,86,330,0.7,00,0
48603,2012,1,4,4,1010.4,24.2,22,87,010,0.6,00,0
48603,2012,1,4,5,1010.2,23.7,21.9,89,010,0.9,00,0
48603,2012,1,4,6,1010.2,23.6,21.5,87,360,1.8,00,0
48603,2012,1,4,7,1010.9,23.5,21.7,89,360,1.6,00,0
48603,2012,1,4,8,1011.7,23.8,21.7,87,020,1.7,00,0
48603,2012,1,4,9,1012.4,24.3,22.1,87,010,0.9,00,0
48603,2012,1,4,10,1012.8,27.4,21.6,69,040,2.5,00,0
48603,2012,1,4,11,1012.8,29.3,21.5,60,050,2.9,00,0
48603,2012,1,4,12,1012.3,30.4,21.5,56,040,3.3,00,0
48603,2012,1,4,13,1011.2,31.3,21.3,52,060,3,00,0
48603,2012,1,4,14,1010,32,21.5,51,050,2.8,00,0
48603,2012,1,4,15,1008.9,32.5,21.6,50,060,3.7,00,0
48603,2012,1,4,16,1008.4,32.7,22,50,050,3.8,00,0
48603,2012,1,4,17,1008.4,32,21.1,50,030,3.5,00,0
48603,2012,1,4,18,1008.7,31.5,20.2,48,050,4.1,00,0
48603,2012,1,4,19,1009.4,30,20.9,55,040,2.5,00,0
48603,2012,1,4,20,1010.5,29,20.8,59,040,3,00,0
48603,2012,1,4,21,1011.2,27.6,22.3,71,020,2.5,00,0
48603,2012,1,4,22,1011.8,27.1,21.5,69,040,1.9,00,0
48603,2012,1,4,23,1012,26.4,21.4,72,040,2.5,00,0
48603,2012,1,4,24,1012.2,26.1,21.1,72,050,2,00,0
48603,2012,1,5,1,1012.4,25.6,20.9,73,040,1.8,00,0
48603,2012,1,5,2,1012,25.3,20.8,75,040,2.3,00,0
48603,2012,1,5,3,1011.4,25.1,20.8,75,060,1.7,00,0
48603,2012,1,5,4,1011.1,24.9,20.8,77,040,1.5,00,0
48603,2012,1,5,5,1011.1,24.3,21,80,030,1,00,0
48603,2012,1,5,6,1011.3,23,21.5,90,350,0.4,00,0
48603,2012,1,5,7,1011.4,23.6,20.6,82,030,1.8,00,0
48603,2012,1,5,8,1012.1,24.7,20.8,77,040,1.9,00,0
48603,2012,1,5,9,1013.1,26.7,21,69,060,3.1,00,0
48603,2012,1,5,10,1013.2,28,20.3,60,060,6.3,00,0
48603,2012,1,5,11,1013.2,29.3,20.7,57,060,6.1,00,0
48603,2012,1,5,12,1013.2,30.1,20.6,54,060,6.8,00,0
48603,2012,1,5,13,1012.9,31.2,21.3,53,060,4.8,00,0
48603,2012,1,5,14,1011.8,31.9,20.3,48,060,5.2,00,0
48603,2012,1,5,15,1010.5,33,20.3,44,090,5,00,0
48603,2012,1,5,16,1009.7,32.8,20.6,46,060,3.8,00,0
48603,2012,1,5,17,1009.6,32.5,21.3,49,060,2.4,00,0
48603,2012,1,5,18,1009.5,32,22,53,040,2.3,00,0
48603,2012,1,5,19,1010.2,30.5,21.6,56,040,2.6,00,0
48603,2012,1,5,20,1011.1,28.6,22.8,69,030,2.1,00,0
48603,2012,1,5,21,1011.9,27.9,21.7,67,040,2.6,00,0
48603,2012,1,5,22,1012.7,27.1,21,67,040,2.1,00,0
48603,2012,1,5,23,1013.2,26.5,20.3,67,040,2.2,00,0
48603,2012,1,5,24,1013.7,26,20.2,68,040,2.3,00,0
48603,2012,1,6,1,1013.7,25.6,20.4,71,050,1.8,00,0
48603,2012,1,6,2,1013.1,25.2,20.4,73,050,2.6,00,0
48603,2012,1,6,3,1012.4,24.4,20.9,79,010,1.3,00,0
48603,2012,1,6,4,1012.2,23.6,20.8,83,020,1.1,00,0
48603,2012,1,6,5,1012,22.8,20.8,88,300,1,00,0
48603,2012,1,6,6,1012.3,22.6,20.9,89,330,1.3,00,0
48603,2012,1,6,7,1012.6,22.1,20.7,91,300,1.2,00,0
48603,2012,1,6,8,1013.4,22.4,20.9,90,350,1.2,00,0
48603,2012,1,6,9,1014,25.9,19.6,66,050,1.6,00,0
48603,2012,1,6,10,1014.3,27.5,20,61,040,2.8,00,0
48603,2012,1,6,11,1014.3,29.2,20.2,56,060,3.8,00,0
48603,2012,1,6,12,1014.1,30.7,19.6,49,070,4,00,0
48603,2012,1,6,13,1013.5,31.2,19.7,48,040,3.2,00,0
48603,2012,1,6,14,1012.3,31.9,20.5,48,040,4,00,0
48603,2012,1,6,15,1011.2,31.9,20.3,48,040,4.1,00,0
48603,2012,1,6,16,1010.6,32.2,20.2,46,040,3.6,00,0
48603,2012,1,6,17,1010.4,32.1,20.2,47,050,3.6,00,0
48603,2012,1,6,18,1010.5,31.7,20,47,060,3.7,00,0
48603,2012,1,6,19,1011.3,30.5,20.8,53,050,2.1,00,0
48603,2012,1,6,20,1012,29.1,21.1,59,030,1.5,00,0
48603,2012,1,6,21,1013,28.3,21.1,63,030,2,00,0
48603,2012,1,6,22,1013.6,27.5,21.3,67,050,2.2,00,0
48603,2012,1,6,23,1013.9,26.7,21.2,70,050,3,00,0
48603,2012,1,6,24,1014.2,26.3,21,71,050,2.8,00,0
48603,2012,1,7,1,1014.3,25.6,21,74,030,1.9,00,0
48603,2012,1,7,2,1013.7,24.9,20.7,76,030,2.6,00,0
48603,2012,1,7,3,1013.2,24.3,20.6,79,040,2.2,00,0
48603,2012,1,7,4,1012.5,24.3,20.5,78,030,1.9,00,0
48603,2012,1,7,5,1012.3,24.2,20.5,79,040,2,00,0
48603,2012,1,7,6,1012.4,24.3,20.5,78,030,1.9,00,0
48603,2012,1,7,7,1012.9,23.1,20.7,85,350,1.3,00,0
48603,2012,1,7,8,1013.7,23.3,20.9,85,350,1,00,0
48603,2012,1,7,9,1014.6,25.2,21.6,79,030,1.2,00,0
48603,2012,1,7,10,1014.8,26.9,21.4,70,050,1.8,00,0
48603,2012,1,7,11,1014.7,28.9,21.3,61,090,3.7,00,0
48603,2012,1,7,12,1014.3,30.1,21.9,59,070,3.4,00,0
48603,2012,1,7,13,1014,31.4,21.4,53,060,4.4,00,0
48603,2012,1,7,14,1012.8,32,21.6,51,050,4.3,00,0
48603,2012,1,7,15,1011.6,32,21.5,51,050,3.3,00,0
48603,2012,1,7,16,1011.3,31.9,21.5,51,050,3.4,00,0
48603,2012,1,7,17,1011,32,21,49,050,4.3,00,0
48603,2012,1,7,18,1011.2,31.4,21.1,51,050,3.2,00,0
48603,2012,1,7,19,1011.8,30.3,20.9,54,050,2.6,00,0
48603,2012,1,7,20,1012.6,29,20.6,58,050,2.3,00,0
48603,2012,1,7,21,1013.7,28.4,20.2,59,050,3.4,00,0
48603,2012,1,7,22,1014.1,27.7,20.4,62,070,3.6,00,0
48603,2012,1,7,23,1014.7,26.9,21.7,71,040,0.6,00,0
48603,2012,1,7,24,1014.9,26.3,21,71,040,1.5,00,0
48603,2012,1,8,1,1015.2,26,21,72,050,1.6,00,0
48603,2012,1,8,2,1014.7,25.6,21.2,75,050,1.1,00,0
48603,2012,1,8,3,1013.9,23.7,21.8,88,290,0.5,00,0
48603,2012,1,8,4,1013.3,23.8,21.2,84,320,0.9,00,0
48603,2012,1,8,5,1012.7,23.3,21.2,87,030,1.4,00,0
48603,2012,1,8,6,1012.8,23,21.2,89,010,1.3,00,0
48603,2012,1,8,7,1013,22.7,21,89,010,1.2,00,0
48603,2012,1,8,8,1013.7,22.8,21.1,89,020,1.5,00,0
48603,2012,1,8,9,1014.8,24.7,21.7,82,010,2.5,00,0
48603,2012,1,8,10,1014.9,26.6,22.4,76,360,2.2,00,0
48603,2012,1,8,11,1014.6,28.3,21.9,66,050,2.4,00,0
48603,2012,1,8,12,1014.2,29.4,21.6,60,040,3,00,0
48603,2012,1,8,13,1013.5,30,21.7,58,040,3.1,00,0
48603,2012,1,8,14,1012.6,30.4,22.1,59,060,2.8,00,0
48603,2012,1,8,15,1011.5,30.4,22.3,59,040,2.6,00,0
48603,2012,1,8,16,1010.9,30.2,22.2,60,060,3.2,00,0
48603,2012,1,8,17,1010.6,28.9,22.4,66,060,4,00,0
48603,2012,1,8,18,1010.8,27.3,22.3,72,060,3.9,00,0
48603,2012,1,8,19,1011.2,26.4,22.5,77,060,3.8,00,0
48603,2012,1,8,20,1011.9,26.6,20.1,65,040,2.1,00,0
48603,2012,1,8,21,1012.8,26.3,20.4,68,050,2,00,0
48603,2012,1,8,22,1013.2,26,20.8,71,060,1.9,00,0
48603,2012,1,8,23,1013.5,24.5,21.9,84,280,1,00,0
48603,2012,1,8,24,1013.3,24,22.4,90,310,0.3,00,0
48603,2012,1,9,1,1013.1,23.7,22.5,92,300,0.6,00,0
48603,2012,1,9,2,1012.6,23.8,22,89,350,0.6,00,0
48603,2012,1,9,3,1011.5,23.6,22.1,91,360,0.3,00,0
48603,2012,1,9,4,1010.7,23.3,22.1,92,010,1.1,00,0
48603,2012,1,9,5,1010.7,23,22,94,330,1,00,0
48603,2012,1,9,6,1011,22.9,21.9,94,000,0,00,0
48603,2012,1,9,7,1011.4,23.2,22.4,95,000,0,00,0
48603,2012,1,9,8,1012.3,23.6,22.5,93,000,0,00,0
48603,2012,1,9,9,1012.9,24.6,22.9,89,320,0.6,00,0
48603,2012,1,9,10,1013.3,26,23.2,83,010,0.8,00,0
48603,2012,1,9,11,1013.7,27.8,22.4,70,070,2.5,00,0
48603,2012,1,9,12,1013.5,28.5,22.3,67,080,2,00,0
48603,2012,1,9,13,1012.6,29.8,23,64,110,3.2,00,0
48603,2012,1,9,14,1011.3,30.8,21.7,55,050,3.8,00,0
48603,2012,1,9,15,1009.9,31.7,21.4,52,040,4,00,0
48603,2012,1,9,16,1009.4,27.5,22.4,72,360,2.5,00,0
48603,2012,1,9,17,1009.5,29.7,22.7,64,340,2.5,00,0
48603,2012,1,9,18,1009.7,28.9,23.6,71,360,1.8,00,0
48603,2012,1,9,19,1010.3,29,21.4,61,060,2.7,00,0
48603,2012,1,9,20,1010.9,27.6,21.7,68,060,2.3,00,0
48603,2012,1,9,21,1011.4,27.3,22.1,71,050,1.4,00,0
48603,2012,1,9,22,1012.1,26.9,22.4,75,010,0.9,00,0
48603,2012,1,9,23,1012.5,26.2,23.4,83,330,0.8,00,0
48603,2012,1,9,24,1012.2,25.9,22.8,82,010,1.2,00,0
48603,2012,1,10,1,1012.3,25.4,23,85,330,0.6,00,0
48603,2012,1,10,2,1012,25.1,23,87,350,1.3,00,0
48603,2012,1,10,3,1011.5,25,22.7,86,350,1.2,00,0
48603,2012,1,10,4,1011.1,24.4,22.2,87,330,2,00,0
48603,2012,1,10,5,1010.5,24.1,22.5,90,340,0.8,00,0
48603,2012,1,10,6,1010.4,23.9,22.5,91,340,0.9,00,0
48603,2012,1,10,7,1010.9,23.7,22.3,91,010,1.5,00,0
48603,2012,1,10,8,1011.8,23.8,22.3,91,010,1.5,00,0
48603,2012,1,10,9,1012.9,24.1,22.6,91,360,1.6,00,0
48603,2012,1,10,10,1013.5,24.4,23.1,92,030,0.8,30,0.4
48603,2012,1,10,11,1013.1,24.5,22.7,89,050,1.9,60,3.2
48603,2012,1,10,12,1012.6,26.2,23,81,040,1.8,10,-33.3
48603,2012,1,10,13,1011.6,27.8,24.1,79,360,0.8,00,0
48603,2012,1,10,14,1010.4,28.7,23,69,050,4.3,00,0
48603,2012,1,10,15,1009.1,28.9,22.3,65,060,4.5,00,0
48603,2012,1,10,16,1008.4,29.8,22.7,63,070,4,00,0
48603,2012,1,10,17,1008.6,28.8,22.2,65,060,5.6,00,0
48603,2012,1,10,18,1009.1,26.7,22.4,75,040,2.4,00,0
48603,2012,1,10,19,1009.6,26.1,23.3,83,010,1.8,00,0
48603,2012,1,10,20,1010,26.2,22.8,80,040,1.8,00,0
48603,2012,1,10,21,1010.9,26,22.6,80,050,1.7,00,0
48603,2012,1,10,22,1011.3,25.8,22.7,82,050,1.4,00,0
48603,2012,1,10,23,1011.5,25.3,23,86,350,0.7,00,0
48603,2012,1,10,24,1011.3,25.8,22.4,80,050,2.1,00,0
48603,2012,1,11,1,1011.2,25.7,22.3,80,070,1.7,00,0
48603,2012,1,11,2,1011,25.5,22.7,83,030,1,00,0
48603,2012,1,11,3,1010.5,25.3,22.5,83,040,0.9,00,0
48603,2012,1,11,4,1010.1,25.1,22.4,84,020,1.2,00,0
48603,2012,1,11,5,1009.8,25.7,21.9,78,060,2.1,00,0
48603,2012,1,11,6,1009.8,26.1,21.4,74,060,2.8,00,0
48603,2012,1,11,7,1010.4,26.1,21.7,75,050,2.7,00,0
48603,2012,1,11,8,1011.3,26.2,21.7,74,060,2.4,00,0
48603,2012,1,11,9,1011.9,26.6,21.8,73,060,3.2,00,0
48603,2012,1,11,10,1012.5,28.5,22.6,68,060,2.8,00,0
48603,2012,1,11,11,1012.6,29.6,22.6,64,060,2.9,00,0
48603,2012,1,11,12,1012.1,29.9,22.2,61,040,3.1,00,0
48603,2012,1,11,13,1011.4,31.2,23.1,59,050,3,00,0
48603,2012,1,11,14,1010.5,30.6,22.5,59,040,3.3,00,0
48603,2012,1,11,15,1009.2,31.3,23.4,60,040,2,00,0
48603,2012,1,11,16,1008.7,29.1,25.1,77,310,2.6,25,0.8
48603,2012,1,11,17,1008.8,28.8,24.1,74,360,2.2,00,0
48603,2012,1,11,18,1009.3,29.7,24.7,72,020,2.9,00,0
48603,2012,1,11,19,1009.5,27,23.6,80,020,3.2,00,0
48603,2012,1,11,20,1010.3,26.5,22.4,77,040,2.8,00,0
48603,2012,1,11,21,1011,26.4,22.2,76,040,2.6,00,0
48603,2012,1,11,22,1011.3,25.7,22.7,82,030,0.8,00,0
48603,2012,1,11,23,1011.8,25,23.1,88,300,0.9,00,0
48603,2012,1,11,24,1011.7,24.6,23,90,350,0.3,00,0
48603,2012,1,12,1,1011.5,24.3,22.7,90,360,1,00,0
48603,2012,1,12,2,1011.2,24.3,22.5,89,350,1,00,0
48603,2012,1,12,3,1010.4,24.1,22.6,91,010,0.4,00,0
48603,2012,1,12,4,1009.6,24.8,22.4,85,040,1.5,00,0
48603,2012,1,12,5,1009.2,25.2,21.9,81,050,1.6,00,0
48603,2012,1,12,6,1009.5,25.1,22.2,83,020,1.1,00,0
48603,2012,1,12,7,1009.9,24.3,22.4,88,340,1.5,00,0
48603,2012,1,12,8,1010.7,24.4,22.6,89,010,1.4,00,0
48603,2012,1,12,9,1011.5,24.9,22.9,88,040,0.3,00,0
48603,2012,1,12,10,1011.8,26.5,22.6,77,040,1.6,00,0
48603,2012,1,12,11,1011.8,27.9,23.1,73,050,3.6,00,0
48603,2012,1,12,12,1011.9,27.3,23.7,79,040,1.7,00,0
48603,2012,1,12,13,1011.3,27.2,24.2,82,180,1.1,00,0
48603,2012,1,12,14,1010.7,27.1,23.2,78,060,1.8,10,-33.3
48603,2012,1,12,15,1009.4,25.1,23.8,92,090,1.2,60,4.8
48603,2012,1,12,16,1008.7,25.5,23.4,87,050,1.7,60,0.2
48603,2012,1,12,17,1008.7,25.2,23.6,90,050,1.6,60,0.2
48603,2012,1,12,18,1008.9,24.8,23.6,92,350,0.8,60,0.8
48603,2012,1,12,19,1009.6,24.3,23.4,94,360,1.3,60,0.8
48603,2012,1,12,20,1009.9,24.2,23.5,96,010,0.7,60,0.4
48603,2012,1,12,21,1010.4,24.4,23.1,92,040,1.8,60,0.2
48603,2012,1,12,22,1010.4,24.1,22.9,92,040,2.6,60,1.4
48603,2012,1,12,23,1011.1,24.2,23,92,030,1.3,60,0.4
48603,2012,1,12,24,1011.1,24.1,23.3,95,000,0,40,-33.3
48603,2012,1,13,1,1011,24.1,23.3,95,000,0,00,0
48603,2012,1,13,2,1010.3,24.1,23,93,030,0.9,00,0
48603,2012,1,13,3,1009.9,24.8,22.6,87,030,1.4,00,0
48603,2012,1,13,4,1009.5,24.2,23,92,040,1.1,00,0
48603,2012,1,13,5,1009.3,24.5,23,91,030,0.4,00,0
48603,2012,1,13,6,1009.1,24.7,22.7,88,060,1.6,00,0
48603,2012,1,13,7,1009.6,24.8,22.9,88,060,1.4,20,0.2
48603,2012,1,13,8,1010.5,24.6,23.3,92,040,0.4,40,-33.3
48603,2012,1,13,9,1011.2,24.7,23.5,92,130,1.2,60,0.6
48603,2012,1,13,10,1011.8,25.7,24,89,080,1.6,60,-33.3
48603,2012,1,13,11,1012,25.5,24.1,91,080,2,60,1
48603,2012,1,13,12,1011.9,26.8,24,84,110,2.7,40,0.2
48603,2012,1,13,13,1011.1,27.6,24.2,80,090,2.4,00,0
48603,2012,1,13,14,1010.1,28.9,23.9,72,060,3.1,00,0
48603,2012,1,13,15,1008.5,29.9,24.2,69,070,2.6,00,0
48603,2012,1,13,16,1008.6,25.3,23.2,87,060,5.2,20,4.8
48603,2012,1,13,17,1008.4,27,23.8,81,050,2.3,30,0.2
48603,2012,1,13,18,1008.6,27.7,23.5,76,050,2.5,00,0
48603,2012,1,13,19,1008.5,26.8,22.8,77,050,2.8,00,0
48603,2012,1,13,20,1008.9,26.3,21.9,75,050,3,00,0
48603,2012,1,13,21,1009,26,22.3,79,050,2.3,00,0
48603,2012,1,13,22,1009.5,26.1,22.3,78,060,2.1,00,0
48603,2012,1,13,23,1009.5,26.1,22.2,77,050,3,00,0
48603,2012,1,13,24,1009.6,26.2,22.1,77,050,2.4,00,0
48603,2012,1,14,1,1009.6,26,22.2,78,040,1.9,00,0
48603,2012,1,14,2,1009.4,25.6,22.2,80,040,1.3,00,0
48603,2012,1,14,3,1008.9,24.9,22.5,85,030,1,00,0
48603,2012,1,14,4,1008.1,24.7,22.5,87,020,1,00,0
48603,2012,1,14,5,1007.5,24.7,22.7,88,360,1.4,00,0
48603,2012,1,14,6,1007.1,24.4,22.9,91,020,1.3,00,0
48603,2012,1,14,7,1007.4,24.6,22.9,89,030,1,00,0
48603,2012,1,14,8,1007.7,25,22.7,86,040,1.6,00,0
48603,2012,1,14,9,1008.7,26.2,23.1,82,050,1.7,00,0
48603,2012,1,14,10,1009.2,28.1,22.7,71,060,2.8,00,0
48603,2012,1,14,11,1009.8,28.7,23.4,71,060,2.9,00,0
48603,2012,1,14,12,1009.4,29,23.1,68,050,3,00,0
48603,2012,1,14,13,1008.3,30.6,24.1,66,030,1.9,00,0
48603,2012,1,14,14,1007.2,32.1,25,64,170,0.9,00,0
48603,2012,1,14,15,1005.8,32.3,24.4,60,250,1.8,00,0
48603,2012,1,14,16,1005.2,31.8,25.9,68,240,1.6,00,0
48603,2012,1,14,17,1005.1,30.9,25.1,69,250,1.9,00,0
48603,2012,1,14,18,1006.1,27.2,23.9,81,050,3.2,00,0
48603,2012,1,14,19,1006.8,25.9,24.1,89,060,3.3,20,0.2
48603,2012,1,14,20,1008,25.2,23.6,90,070,2.8,45,0.2
48603,2012,1,14,21,1008.1,24.8,23.2,90,060,2.3,10,-33.3
48603,2012,1,14,22,1008.8,24.9,23.4,91,040,1.5,00,0
48603,2012,1,14,23,1008.8,24.9,23.6,92,020,0.4,00,0
48603,2012,1,14,24,1008.6,24.6,23.7,94,340,0.8,00,0
48603,2012,1,15,1,1008.6,24.3,23.5,95,020,1,00,0
48603,2012,1,15,2,1008.1,24.1,23.3,95,350,0.9,00,0
48603,2012,1,15,3,1007.6,23.9,23.2,96,340,0.8,00,0
48603,2012,1,15,4,1007.1,23.9,23.2,96,350,1.4,00,0
48603,2012,1,15,5,1007.2,23.9,23.1,95,030,1.1,00,0
48603,2012,1,15,6,1007.2,23.8,23.1,96,350,1.1,00,0
48603,2012,1,15,7,1007.5,23.8,23.1,96,010,1,00,0
48603,2012,1,15,8,1008.3,23.9,23,94,010,0.9,00,0
48603,2012,1,15,9,1009.4,24.5,23.3,92,040,0.7,00,0
48603,2012,1,15,10,1009.6,25.8,23.7,87,070,1,00,0
48603,2012,1,15,11,1009.4,27.8,24,78,040,1.2,00,0
48603,2012,1,15,12,1009.1,29.7,24.4,71,210,1.6,00,0
48603,2012,1,15,13,1008.4,30.5,24.8,69,180,2.6,00,0
48603,2012,1,15,14,1007.3,30.5,24.4,67,200,2.7,00,0
48603,2012,1,15,15,1006.2,31.4,24.8,66,210,3,00,0
48603,2012,1,15,16,1005,31.4,23.3,60,200,4.4,00,0
48603,2012,1,15,17,1004.4,31,24.1,64,210,3.7,00,0
48603,2012,1,15,18,1004.9,29.9,24.3,70,230,3.3,00,0
48603,2012,1,15,19,1005.7,28.3,25,80,290,2,00,0
48603,2012,1,15,20,1006.4,27.3,24.7,84,320,0.7,00,0
48603,2012,1,15,21,1007,26.7,24.6,87,330,1,00,0
48603,2012,1,15,22,1007.4,26.3,24.2,87,350,1.1,00,0
48603,2012,1,15,23,1007.2,25.9,24.3,90,330,0.6,00,0
48603,2012,1,15,24,1007.5,25.6,23.6,88,360,1,00,0
48603,2012,1,16,1,1007.3,25.1,23.6,91,020,0.6,00,0
48603,2012,1,16,2,1007.2,24.6,23.5,93,330,1.5,00,0
48603,2012,1,16,3,1007,24.5,23.6,94,360,0.5,00,0
48603,2012,1,16,4,1006.4,24.2,23.4,95,020,0.7,00,0
48603,2012,1,16,5,1006.4,23.9,23.2,96,000,0,00,0
48603,2012,1,16,6,1006.6,23.8,23.1,96,350,0.6,00,0
48603,2012,1,16,7,1007.3,23.8,22.9,94,040,0.7,00,0
48603,2012,1,16,8,1007.8,23.9,23,94,090,0.4,00,0
48603,2012,1,16,9,1008.6,26,24,88,160,0.7,00,0
